id,created,product,responded_in_24h,responded_in_72h,solved
1288810,2020-05-29 08:23:21 -0800,firefox,true,true,false
1288809,2020-05-29 08:21:02 -0800,firefox,true,true,false
1288808,2020-05-29 08:19:52 -0800,firefox,true,true,false
1288807,2020-05-29 08:13:51 -0800,firefox,false,true,false
1288806,2020-05-29 08:11:58 -0800,firefox,true,true,false
1288805,2020-05-29 08:04:00 -0800,firefox,false,false,false
1288804,2020-05-29 07:57:16 -0800,firefox,true,true,false
1288803,2020-05-29 07:54:13 -0800,firefox,false,false,false
1288802,2020-05-29 07:49:26 -0800,mobile,true,true,false
1288801,2020-05-29 07:36:47 -0800,firefox,true,true,false
1288800,2020-05-29 07:31:44 -0800,mobile,false,false,false
1288799,2020-05-29 07:26:05 -0800,firefox,true,true,false
1288798,2020-05-29 07:24:31 -0800,firefox,true,true,false
1288797,2020-05-29 07:10:53 -0800,firefox,false,true,false
1288796,2020-05-29 06:58:57 -0800,mobile,false,false,false
1288795,2020-05-29 06:58:18 -0800,firefox,true,true,true
1288794,2020-05-29 06:53:36 -0800,ios,false,true,true
1288793,2020-05-29 06:52:35 -0800,thunderbird,false,false,false
1288792,2020-05-29 06:50:55 -0800,firefox,false,true,false
1288791,2020-05-29 06:49:08 -0800,firefox,false,false,false
1288790,2020-05-29 06:24:48 -0800,firefox,false,false,false
1288789,2020-05-29 06:19:52 -0800,firefox,false,false,true
1288788,2020-05-29 06:19:34 -0800,mobile,false,false,false
1288787,2020-05-29 06:16:18 -0800,ios,false,true,false
1288786,2020-05-29 06:07:10 -0800,mobile,true,true,false
1288785,2020-05-29 05:58:12 -0800,firefox,true,true,false
1288784,2020-05-29 05:47:30 -0800,firefox,false,true,true
1288783,2020-05-29 05:01:20 -0800,firefox,true,true,false
1288782,2020-05-29 04:56:51 -0800,thunderbird,true,true,true
1288781,2020-05-29 04:56:34 -0800,mobile,false,true,false
1288780,2020-05-29 04:51:54 -0800,mobile,true,true,false
1288779,2020-05-29 04:35:17 -0800,firefox-private-network,false,false,false
1288778,2020-05-29 04:23:27 -0800,firefox,false,false,false
1288777,2020-05-29 04:23:10 -0800,firefox,false,true,false
1288776,2020-05-29 04:03:57 -0800,mobile,false,false,false
1288775,2020-05-29 04:02:38 -0800,firefox,true,true,false
1288774,2020-05-29 04:01:59 -0800,firefox,true,true,false
1288773,2020-05-29 04:00:53 -0800,firefox,false,false,false
1288772,2020-05-29 03:59:07 -0800,firefox,true,true,true
1288771,2020-05-29 03:58:56 -0800,mobile,false,false,false
1288770,2020-05-29 03:53:17 -0800,thunderbird,true,true,false
1288769,2020-05-29 03:50:33 -0800,mobile,false,false,false
1288768,2020-05-29 03:50:06 -0800,firefox,false,false,false
1288767,2020-05-29 03:47:01 -0800,mobile,false,false,false
1288766,2020-05-29 03:44:21 -0800,mobile,false,false,false
1288765,2020-05-29 03:31:38 -0800,firefox,true,true,false
1288764,2020-05-29 03:28:57 -0800,firefox,false,false,false
1288763,2020-05-29 03:14:14 -0800,thunderbird,true,true,true
1288762,2020-05-29 03:10:16 -0800,thunderbird,true,true,false
1288761,2020-05-29 03:05:32 -0800,thunderbird,true,true,false
1288760,2020-05-29 03:00:27 -0800,thunderbird,true,true,false
1288759,2020-05-29 02:44:54 -0800,thunderbird,false,false,false
1288758,2020-05-29 02:39:44 -0800,firefox,false,false,false
1288757,2020-05-29 02:32:30 -0800,thunderbird,true,true,false
1288756,2020-05-29 01:59:27 -0800,firefox,true,true,false
1288755,2020-05-29 01:39:54 -0800,mobile,false,false,false
1288754,2020-05-29 01:38:58 -0800,thunderbird,false,false,false
1288753,2020-05-29 01:37:29 -0800,thunderbird,false,false,true
1288752,2020-05-29 01:36:40 -0800,firefox,false,false,true
1288751,2020-05-29 01:34:28 -0800,thunderbird,false,false,false
1288750,2020-05-29 01:00:27 -0800,firefox,false,false,false
1288749,2020-05-29 00:56:50 -0800,firefox,false,true,false
1288748,2020-05-28 23:54:05 -0800,mobile,true,true,false
1288747,2020-05-28 23:51:19 -0800,mobile,true,true,false
1288746,2020-05-28 23:36:52 -0800,firefox,false,false,false
1288745,2020-05-28 23:34:53 -0800,firefox,false,false,true
1288744,2020-05-28 23:20:38 -0800,firefox,false,false,false
1288743,2020-05-28 23:07:17 -0800,ios,false,false,false
1288742,2020-05-28 22:46:56 -0800,firefox,true,true,false
1288741,2020-05-28 22:45:19 -0800,firefox,true,true,false
1288740,2020-05-28 22:32:50 -0800,firefox,true,true,false
1288739,2020-05-28 21:55:10 -0800,firefox,true,true,true
1288738,2020-05-28 21:30:53 -0800,firefox,true,true,true
1288737,2020-05-28 20:50:58 -0800,firefox,true,true,true
1288735,2020-05-28 20:28:41 -0800,mobile,true,true,true
1288733,2020-05-28 20:14:53 -0800,thunderbird,true,true,false
1288732,2020-05-28 19:58:27 -0800,firefox,true,true,true
1288731,2020-05-28 19:23:26 -0800,firefox,false,true,false
1288730,2020-05-28 19:22:48 -0800,firefox,true,true,true
1288729,2020-05-28 19:08:19 -0800,firefox,true,true,false
1288728,2020-05-28 18:55:46 -0800,firefox,true,true,false
1288727,2020-05-28 18:49:42 -0800,firefox,true,true,false
1288726,2020-05-28 18:41:38 -0800,firefox-preview,false,false,false
1288725,2020-05-28 18:32:46 -0800,firefox,false,true,false
1288724,2020-05-28 17:44:48 -0800,firefox,false,false,false
1288723,2020-05-28 16:50:47 -0800,thunderbird,true,true,false
1288722,2020-05-28 16:11:33 -0800,firefox,true,true,false
1288721,2020-05-28 16:08:34 -0800,firefox,true,true,false
1288720,2020-05-28 15:52:19 -0800,firefox,true,true,true
1288719,2020-05-28 15:44:13 -0800,mobile,false,false,false
1288718,2020-05-28 15:41:26 -0800,thunderbird,true,true,false
1288717,2020-05-28 15:37:58 -0800,firefox,true,true,false
1288716,2020-05-28 15:36:03 -0800,firefox-preview,true,true,true
1288715,2020-05-28 15:29:49 -0800,mobile,false,false,false
1288714,2020-05-28 15:27:47 -0800,mobile,false,false,false
1288713,2020-05-28 15:27:18 -0800,mobile,true,true,false
1288712,2020-05-28 15:18:20 -0800,firefox,true,true,true
1288711,2020-05-28 15:14:43 -0800,firefox,false,true,false
1288710,2020-05-28 14:48:45 -0800,firefox,true,true,false
1288709,2020-05-28 14:46:26 -0800,firefox,false,false,false
1288708,2020-05-28 14:34:56 -0800,firefox,true,true,false
1288707,2020-05-28 14:25:07 -0800,firefox,true,true,true
1288706,2020-05-28 14:23:30 -0800,firefox,true,true,false
1288705,2020-05-28 14:17:55 -0800,firefox,true,true,true
1288704,2020-05-28 14:03:08 -0800,firefox,true,true,false
1288703,2020-05-28 13:56:49 -0800,firefox,true,true,false
1288702,2020-05-28 13:54:21 -0800,thunderbird,true,true,true
1288701,2020-05-28 13:51:30 -0800,firefox,true,true,false
1288700,2020-05-28 13:51:26 -0800,firefox,true,true,false
1288699,2020-05-28 13:45:45 -0800,thunderbird,true,true,false
1288698,2020-05-28 13:41:46 -0800,firefox-lockwise,true,true,true
1288697,2020-05-28 13:40:20 -0800,firefox,true,true,true
1288696,2020-05-28 13:39:48 -0800,firefox,true,true,false
1288695,2020-05-28 13:36:38 -0800,firefox,true,true,false
1288694,2020-05-28 13:21:17 -0800,mobile,true,true,false
1288693,2020-05-28 13:09:06 -0800,firefox,true,true,false
1288692,2020-05-28 13:01:30 -0800,mobile,false,false,false
1288691,2020-05-28 12:59:30 -0800,firefox,false,false,false
1288690,2020-05-28 12:59:21 -0800,firefox,true,true,false
1288689,2020-05-28 12:56:46 -0800,firefox,true,true,false
1288688,2020-05-28 12:53:28 -0800,firefox,true,true,false
1288687,2020-05-28 12:51:02 -0800,firefox,true,true,false
1288686,2020-05-28 12:46:30 -0800,firefox,true,true,false
1288685,2020-05-28 12:36:04 -0800,thunderbird,false,true,false
1288684,2020-05-28 12:12:36 -0800,firefox,true,true,false
1288683,2020-05-28 12:05:04 -0800,mobile,false,true,false
1288682,2020-05-28 11:44:31 -0800,ios,false,false,false
1288681,2020-05-28 11:38:04 -0800,firefox,false,true,false
1288680,2020-05-28 11:26:21 -0800,firefox,true,true,false
1288679,2020-05-28 11:16:54 -0800,firefox,false,false,false
1288678,2020-05-28 10:48:19 -0800,thunderbird,true,true,true
1288677,2020-05-28 10:27:07 -0800,thunderbird,false,true,true
1288676,2020-05-28 10:24:59 -0800,thunderbird,true,true,true
1288675,2020-05-28 10:20:59 -0800,ios,false,true,false
1288674,2020-05-28 10:08:38 -0800,mobile,true,true,false
1288673,2020-05-28 10:05:37 -0800,mobile,true,true,false
1288672,2020-05-28 09:41:13 -0800,firefox,true,true,true
1288671,2020-05-28 09:41:01 -0800,mobile,false,false,false
1288670,2020-05-28 09:20:38 -0800,firefox,false,false,false
1288669,2020-05-28 09:08:11 -0800,firefox,true,true,false
1288668,2020-05-28 09:04:47 -0800,firefox,true,true,false
1288667,2020-05-28 09:00:17 -0800,mobile,false,false,false
1288666,2020-05-28 08:55:53 -0800,thunderbird,true,true,false
1288665,2020-05-28 08:51:42 -0800,thunderbird,false,true,false
1288664,2020-05-28 08:50:14 -0800,thunderbird,true,true,false
